timestamp,llm_provider,llm_model,code_sample,crate_name_correct,year_correct,has_cve_correct,cve_tp,cve_fn,cve_fp
2025-05-28T17:40:35.612192+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/vuln-file,True,True,False,[],['CVE-2020-36215'],[]
2025-05-28T17:40:45.545464+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/vuln-function,True,True,False,[],['CVE-2020-36215'],[]
2025-05-28T17:40:50.260814+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/fixed-crate,True,True,False,[],['CVE-2020-36215'],[]
2025-05-28T17:40:54.048262+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/fixed-file,True,True,False,[],['CVE-2020-36215'],[]
2025-05-28T17:40:56.906478+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/fixed-function,True,True,False,[],['CVE-2020-36215'],[]
2025-05-28T17:41:08.594165+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0013/vuln-file,True,True,True,[],['CVE-2020-35862'],['CVE-2021-28033']
2025-05-28T17:42:19.266528+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0013/fixed-file,True,True,True,[],['CVE-2020-35862'],['CVE-2021-29922']
2025-05-28T17:42:35.022383+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0013/fixed-function,True,True,True,[],['CVE-2020-35862'],['CVE-2021-28033']
2025-05-28T17:42:43.072764+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0017/vuln-crate,True,True,True,[],['CVE-2020-35888'],['CVE-2020-36205']
2025-05-28T17:42:48.922747+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0017/vuln-function,True,True,True,[],['CVE-2020-35888'],['CVE-2020-36205']
2025-05-28T17:43:03.804057+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/vuln-crate,True,True,False,[],['CVE-2020-25793'],[]
2025-05-28T17:44:01.753165+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/vuln-file,True,True,False,[],['CVE-2020-25793'],[]
2025-05-28T17:44:31.440753+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/vuln-function,True,True,False,[],['CVE-2020-25793'],[]
2025-05-28T17:45:01.549719+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/fixed-crate,True,True,False,[],['CVE-2020-25793'],[]
2025-05-28T17:45:29.288954+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/fixed-file,True,True,True,[],['CVE-2020-25793'],['CVE-2020-36205']
2025-05-28T17:45:40.673016+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/fixed-function,True,True,False,[],['CVE-2020-25793'],[]
2025-05-28T17:45:44.048053+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/vuln-crate,True,False,False,[],['CVE-2020-35892'],[]
2025-05-28T17:45:46.198374+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/vuln-function,True,True,False,[],['CVE-2020-35892'],[]
2025-05-28T17:45:57.362730+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/fixed-crate,True,False,False,[],['CVE-2020-35892'],[]
2025-05-28T17:45:59.545096+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/fixed-function,True,True,False,[],['CVE-2020-35892'],[]
2025-05-28T17:46:21.247035+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/vuln-crate,True,False,False,[],['CVE-2023-50711'],[]
2025-05-28T17:46:34.737752+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/vuln-file,True,False,False,[],['CVE-2023-50711'],[]
2025-05-28T17:46:41.185123+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/vuln-function,True,True,False,[],['CVE-2023-50711'],[]
2025-05-28T17:47:02.085691+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/fixed-crate,True,True,False,[],['CVE-2023-50711'],[]
2025-05-28T17:47:14.573968+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/fixed-file,True,False,True,[],['CVE-2023-50711'],['CVE-2023-45766']
2025-05-28T17:47:21.023637+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/fixed-function,True,True,False,[],['CVE-2023-50711'],[]
2025-05-28T17:47:43.861875+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/vuln-crate,True,True,False,[],['CVE-2018-20992'],[]
2025-05-28T17:47:58.401859+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/vuln-file,True,True,False,[],['CVE-2018-20992'],[]
2025-05-28T17:48:25.162968+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/fixed-crate,True,True,False,[],['CVE-2018-20992'],[]
2025-05-28T17:48:41.730941+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/fixed-file,True,True,False,[],['CVE-2018-20992'],[]
2025-05-28T17:48:49.904765+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/vuln-crate,True,True,False,[],['CVE-2019-16141'],[]
2025-05-28T17:48:58.292192+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/vuln-function,True,True,False,[],['CVE-2019-16141'],[]
2025-05-28T17:49:22.687207+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/fixed-crate,True,True,False,[],['CVE-2019-16141'],[]
2025-05-28T17:49:36.094812+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/fixed-function,True,True,False,[],['CVE-2019-16141'],[]
