timestamp,llm_provider,llm_model,code_sample,crate_name_correct,year_correct,has_cve_correct,cve_tp,cve_fn,cve_fp
2025-05-27T20:55:14.247407+00:00,openai,gpt-4o,vuln-0005/vuln-file,True,True,True,[],['CVE-2020-35916'],"['CVE-2020-25384', 'CVE-2020-25385', 'CVE-2020-35863']"
2025-05-27T20:56:00.797775+00:00,openai,gpt-4o,vuln-0005/fixed-file,True,True,True,[],['CVE-2020-35916'],"['CVE-2020-25384', 'CVE-2020-35863']"
2025-05-27T20:57:53.576083+00:00,openai,gpt-4o,vuln-0006/vuln-file,True,False,True,[],['CVE-2021-25900'],['CVE-2023-38497']
2025-05-27T20:58:10.808309+00:00,openai,gpt-4o,vuln-0006/vuln-function,True,False,True,[],['CVE-2021-25900'],['CVE-2023-38497']
2025-05-27T21:02:34.819260+00:00,openai,gpt-4o,vuln-0007/vuln-file,True,False,False,[],['CVE-2020-35890'],[]
2025-05-27T21:02:38.976468+00:00,openai,gpt-4o,vuln-0007/vuln-function,False,False,False,[],['CVE-2020-35890'],[]
2025-05-27T21:03:14.556211+00:00,openai,gpt-4o,vuln-0009/vuln-file,False,False,False,[],['CVE-2020-36432'],[]
2025-05-27T21:03:15.895003+00:00,openai,gpt-4o,vuln-0009/vuln-function,False,False,False,[],['CVE-2020-36432'],[]
2025-05-27T21:03:21.617777+00:00,openai,gpt-4o,vuln-0010/vuln-function,False,False,False,[],['CVE-2020-36204'],[]
2025-05-27T21:03:26.522760+00:00,openai,gpt-4o,vuln-0010/fixed-function,False,False,False,[],['CVE-2020-36204'],[]
2025-05-27T21:03:46.630234+00:00,openai,gpt-4o,vuln-0012/vuln-crate,True,False,False,[],['CVE-2020-36215'],[]
2025-05-27T21:04:02.602044+00:00,openai,gpt-4o,vuln-0012/vuln-file,True,False,False,[],['CVE-2020-36215'],[]
2025-05-27T21:04:07.733002+00:00,openai,gpt-4o,vuln-0012/vuln-function,True,False,False,[],['CVE-2020-36215'],[]
2025-05-27T21:04:32.195009+00:00,openai,gpt-4o,vuln-0012/fixed-crate,True,False,False,[],['CVE-2020-36215'],[]
2025-05-27T21:04:49.768159+00:00,openai,gpt-4o,vuln-0012/fixed-file,True,False,False,[],['CVE-2020-36215'],[]
2025-05-27T21:04:54.503460+00:00,openai,gpt-4o,vuln-0012/fixed-function,True,True,False,[],['CVE-2020-36215'],[]
2025-05-27T21:05:43.158058+00:00,openai,gpt-4o,vuln-0013/vuln-function,True,False,False,[],['CVE-2020-35862'],[]
2025-05-27T21:07:29.965601+00:00,openai,gpt-4o,vuln-0017/vuln-crate,True,False,False,[],['CVE-2020-35888'],[]
2025-05-27T21:07:34.156384+00:00,openai,gpt-4o,vuln-0017/vuln-function,False,False,False,[],['CVE-2020-35888'],[]
2025-05-27T21:07:48.297669+00:00,openai,gpt-4o,vuln-0020/vuln-function,True,False,False,[],['CVE-2020-25793'],[]
2025-05-27T21:08:04.472816+00:00,openai,gpt-4o,vuln-0020/fixed-function,True,False,False,[],['CVE-2020-25793'],[]
2025-05-27T21:08:11.744540+00:00,openai,gpt-4o,vuln-0024/vuln-crate,True,False,False,[],['CVE-2020-35892'],[]
2025-05-27T21:08:14.789574+00:00,openai,gpt-4o,vuln-0024/vuln-function,False,False,False,[],['CVE-2020-35892'],[]
2025-05-27T21:08:20.042930+00:00,openai,gpt-4o,vuln-0024/fixed-crate,False,False,False,[],['CVE-2020-35892'],[]
2025-05-27T21:08:23.216605+00:00,openai,gpt-4o,vuln-0024/fixed-function,False,False,False,[],['CVE-2020-35892'],[]
2025-05-27T21:08:59.357879+00:00,openai,gpt-4o,vuln-0026/vuln-file,True,False,True,[],['CVE-2023-50711'],['CVE-2020-35679']
2025-05-27T21:09:11.627267+00:00,openai,gpt-4o,vuln-0026/vuln-function,True,False,False,[],['CVE-2023-50711'],[]
2025-05-27T21:09:38.169882+00:00,openai,gpt-4o,vuln-0026/fixed-file,True,False,True,[],['CVE-2023-50711'],['CVE-2023-3268']
2025-05-27T21:09:51.071110+00:00,openai,gpt-4o,vuln-0026/fixed-function,True,False,True,[],['CVE-2023-50711'],['CVE-2023-3579']
2025-05-27T21:10:42.599897+00:00,openai,gpt-4o,vuln-0027/vuln-file,True,False,False,[],['CVE-2018-20992'],[]
2025-05-27T21:12:14.839512+00:00,openai,gpt-4o,vuln-0028/vuln-crate,True,False,False,[],['CVE-2019-16141'],[]
2025-05-27T21:12:37.984154+00:00,openai,gpt-4o,vuln-0028/vuln-function,True,False,False,[],['CVE-2019-16141'],[]
2025-05-27T21:13:31.728252+00:00,openai,gpt-4o,vuln-0028/fixed-crate,True,False,True,[],['CVE-2019-16141'],['CVE-2021-28033']
2025-05-27T21:13:54.223749+00:00,openai,gpt-4o,vuln-0028/fixed-function,True,False,False,[],['CVE-2019-16141'],[]
