vulnerability_id,crate_name,year,path_to_crate,is_vulnerability,granularity,cwe_types,lines_of_code,sample_dir
vuln-0012,hashconsing,2020,vuln-0012/sample-00012-function,True,function,"['CWE-662', 'CWE-787']",21,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0012/sample-00012-function
vuln-0012,hashconsing,2020,vuln-0012/sample-10012-crate,False,crate,[],1182,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0012/sample-10012-crate
vuln-0012,hashconsing,2020,vuln-0012/sample-10012-file,False,file,[],601,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0012/sample-10012-file
vuln-0012,hashconsing,2020,vuln-0012/sample-10012-function,False,function,[],17,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0012/sample-10012-function
vuln-0013,bitvec,2020,vuln-0013/sample-00013-crate,True,crate,"['CWE-415', 'CWE-416']",20641,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0013/sample-00013-crate
vuln-0013,bitvec,2020,vuln-0013/sample-00013-file,True,file,"['CWE-415', 'CWE-416']",4397,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0013/sample-00013-file
vuln-0013,bitvec,2020,vuln-0013/sample-00013-function,True,function,"['CWE-415', 'CWE-416']",2560,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0013/sample-00013-function
vuln-0013,bitvec,2020,vuln-0013/sample-10013-crate,False,crate,[],20648,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0013/sample-10013-crate
vuln-0013,bitvec,2020,vuln-0013/sample-10013-file,False,file,[],4402,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0013/sample-10013-file
vuln-0013,bitvec,2020,vuln-0013/sample-10013-function,False,function,[],2526,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0013/sample-10013-function
vuln-0014,redox_uefi_std,2025,vuln-0014/sample-00014-crate,True,crate,['CWE-122'],650,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0014/sample-00014-crate
vuln-0014,redox_uefi_std,2025,vuln-0014/sample-00014-file,True,file,['CWE-122'],116,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0014/sample-00014-file
vuln-0014,redox_uefi_std,2025,vuln-0014/sample-00014-function,True,function,['CWE-122'],50,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0014/sample-00014-function
vuln-0014,redox_uefi_std,2025,vuln-0014/sample-10014-crate,False,crate,[],650,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0014/sample-10014-crate
vuln-0014,redox_uefi_std,2025,vuln-0014/sample-10014-file,False,file,[],116,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0014/sample-10014-file
vuln-0014,redox_uefi_std,2025,vuln-0014/sample-10014-function,False,function,[],50,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0014/sample-10014-function
vuln-0015,arr,2020,vuln-0015/sample-00015-crate,True,crate,['CWE-362'],346,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0015/sample-00015-crate
vuln-0015,arr,2020,vuln-0015/sample-00015-function,True,function,['CWE-362'],7,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0015/sample-00015-function
vuln-0016,arr,2020,vuln-0016/sample-00016-crate,True,crate,['CWE-120'],346,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0016/sample-00016-crate
vuln-0016,arr,2020,vuln-0016/sample-00016-function,True,function,['CWE-120'],27,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0016/sample-00016-function
vuln-0017,arr,2020,vuln-0017/sample-00017-crate,True,crate,['CWE-908'],346,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0017/sample-00017-crate
vuln-0017,arr,2020,vuln-0017/sample-00017-function,True,function,['CWE-908'],24,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0017/sample-00017-function
vuln-0018,sized-chunks,2020,vuln-0018/sample-00018-crate,True,crate,['CWE-129'],5254,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0018/sample-00018-crate
vuln-0018,sized-chunks,2020,vuln-0018/sample-00018-file,True,file,['CWE-129'],4191,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0018/sample-00018-file
vuln-0018,sized-chunks,2020,vuln-0018/sample-00018-function,True,function,['CWE-129'],100,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0018/sample-00018-function
vuln-0018,sized-chunks,2020,vuln-0018/sample-10018-crate,False,crate,[],5614,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0018/sample-10018-crate
vuln-0018,sized-chunks,2020,vuln-0018/sample-10018-file,False,file,[],4620,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0018/sample-10018-file
vuln-0018,sized-chunks,2020,vuln-0018/sample-10018-function,False,function,[],103,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0018/sample-10018-function
vuln-0019,sized-chunks,2020,vuln-0019/sample-00019-crate,True,crate,['CWE-129'],5254,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0019/sample-00019-crate
vuln-0019,sized-chunks,2020,vuln-0019/sample-00019-file,True,file,['CWE-129'],4191,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0019/sample-00019-file
vuln-0019,sized-chunks,2020,vuln-0019/sample-00019-function,True,function,['CWE-129'],100,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0019/sample-00019-function
vuln-0019,sized-chunks,2020,vuln-0019/sample-10019-crate,False,crate,[],5614,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0019/sample-10019-crate
vuln-0019,sized-chunks,2020,vuln-0019/sample-10019-file,False,file,[],4620,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0019/sample-10019-file
vuln-0019,sized-chunks,2020,vuln-0019/sample-10019-function,False,function,[],104,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0019/sample-10019-function
vuln-0020,sized-chunks,2020,vuln-0020/sample-00020-crate,True,crate,['CWE-129'],5254,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0020/sample-00020-crate
vuln-0020,sized-chunks,2020,vuln-0020/sample-00020-file,True,file,['CWE-129'],4191,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0020/sample-00020-file
vuln-0020,sized-chunks,2020,vuln-0020/sample-00020-function,True,function,['CWE-129'],691,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0020/sample-00020-function
vuln-0020,sized-chunks,2020,vuln-0020/sample-10020-crate,False,crate,[],5614,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0020/sample-10020-crate
vuln-0020,sized-chunks,2020,vuln-0020/sample-10020-file,False,file,[],4620,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0020/sample-10020-file
vuln-0020,sized-chunks,2020,vuln-0020/sample-10020-function,False,function,[],696,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0020/sample-10020-function
vuln-0021,sized-chunks,2020,vuln-0021/sample-00021-crate,True,crate,['CWE-401'],5254,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0021/sample-00021-crate
vuln-0021,sized-chunks,2020,vuln-0021/sample-00021-file,True,file,['CWE-401'],2310,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0021/sample-00021-file
vuln-0021,sized-chunks,2020,vuln-0021/sample-00021-function,True,function,['CWE-401'],359,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0021/sample-00021-function
vuln-0021,sized-chunks,2020,vuln-0021/sample-10021-crate,False,crate,[],5614,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0021/sample-10021-crate
vuln-0021,sized-chunks,2020,vuln-0021/sample-10021-file,False,file,[],2342,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0021/sample-10021-file
vuln-0021,sized-chunks,2020,vuln-0021/sample-10021-function,False,function,[],363,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0021/sample-10021-function
vuln-0022,sized-chunks,2020,vuln-0022/sample-00022-crate,True,crate,['CWE-401'],5254,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0022/sample-00022-crate
vuln-0022,sized-chunks,2020,vuln-0022/sample-00022-file,True,file,['CWE-401'],2310,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0022/sample-00022-file
vuln-0022,sized-chunks,2020,vuln-0022/sample-00022-function,True,function,['CWE-401'],445,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0022/sample-00022-function
vuln-0022,sized-chunks,2020,vuln-0022/sample-10022-crate,False,crate,[],5614,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0022/sample-10022-crate
vuln-0022,sized-chunks,2020,vuln-0022/sample-10022-file,False,file,[],2342,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0022/sample-10022-file
vuln-0022,sized-chunks,2020,vuln-0022/sample-10022-function,False,function,[],457,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0022/sample-10022-function
vuln-0023,sized-chunks,2020,vuln-0023/sample-00023-crate,True,crate,['CWE-129'],5254,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0023/sample-00023-crate
vuln-0023,sized-chunks,2020,vuln-0023/sample-00023-file,True,file,['CWE-129'],691,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0023/sample-00023-file
vuln-0023,sized-chunks,2020,vuln-0023/sample-00023-function,True,function,['CWE-129'],286,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0023/sample-00023-function
vuln-0023,sized-chunks,2020,vuln-0023/sample-10023-crate,False,crate,[],5614,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0023/sample-10023-crate
vuln-0023,sized-chunks,2020,vuln-0023/sample-10023-file,False,file,[],797,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0023/sample-10023-file
vuln-0023,sized-chunks,2020,vuln-0023/sample-10023-function,False,function,[],372,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0023/sample-10023-function
vuln-0024,simple-slab,2020,vuln-0024/sample-00024-crate,True,crate,['CWE-125'],199,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0024/sample-00024-crate
vuln-0024,simple-slab,2020,vuln-0024/sample-00024-function,True,function,['CWE-125'],16,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0024/sample-00024-function
vuln-0024,simple-slab,2020,vuln-0024/sample-10024-crate,False,crate,[],209,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0024/sample-10024-crate
vuln-0024,simple-slab,2020,vuln-0024/sample-10024-function,False,function,[],17,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0024/sample-10024-function
vuln-0025,simple-slab,2020,vuln-0025/sample-00025-crate,True,crate,"['CWE-193', 'CWE-908', 'CWE-401']",199,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0025/sample-00025-crate
vuln-0025,simple-slab,2020,vuln-0025/sample-00025-function,True,function,"['CWE-193', 'CWE-908', 'CWE-401']",39,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0025/sample-00025-function
vuln-0025,simple-slab,2020,vuln-0025/sample-10025-crate,False,crate,[],209,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0025/sample-10025-crate
vuln-0025,simple-slab,2020,vuln-0025/sample-10025-function,False,function,[],39,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0025/sample-10025-function
vuln-0026,vmm-sys-util,2023,vuln-0026/sample-00026-crate,True,crate,['CWE-787'],7266,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0026/sample-00026-crate
vuln-0026,vmm-sys-util,2023,vuln-0026/sample-00026-file,True,file,['CWE-787'],1091,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0026/sample-00026-file
vuln-0026,vmm-sys-util,2023,vuln-0026/sample-10026-crate,False,crate,[],7314,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0026/sample-10026-crate
vuln-0026,vmm-sys-util,2023,vuln-0026/sample-10026-file,False,file,[],1139,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0026/sample-10026-file
vuln-0027,claxon,2018,vuln-0027/sample-00027-crate,True,crate,['CWE-908'],3567,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0027/sample-00027-crate
vuln-0027,claxon,2018,vuln-0027/sample-00027-file,True,file,['CWE-908'],2046,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0027/sample-00027-file
vuln-0027,claxon,2018,vuln-0027/sample-10027-crate,False,crate,[],3584,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0027/sample-10027-crate
vuln-0027,claxon,2018,vuln-0027/sample-10027-file,False,file,[],2063,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0027/sample-10027-file
vuln-0028,once_cell,2019,vuln-0028/sample-00028-crate,True,crate,['CWE-20'],1317,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0028/sample-00028-crate
vuln-0028,once_cell,2019,vuln-0028/sample-00028-function,True,function,['CWE-20'],894,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0028/sample-00028-function
vuln-0028,once_cell,2019,vuln-0028/sample-10028-crate,False,crate,[],1328,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0028/sample-10028-crate
vuln-0028,once_cell,2019,vuln-0028/sample-10028-function,False,function,[],899,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0028/sample-10028-function
vuln-0029,pared,2025,vuln-0029/sample-00029-crate,True,crate,['CWE-416'],2345,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0029/sample-00029-crate
vuln-0029,pared,2025,vuln-0029/sample-00029-function,True,function,['CWE-416'],1344,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0029/sample-00029-function
vuln-0029,pared,2025,vuln-0029/sample-10029-crate,False,crate,[],2464,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0029/sample-10029-crate
vuln-0029,pared,2025,vuln-0029/sample-10029-function,False,function,[],1463,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0029/sample-10029-function
vuln-0030,rusqlite,2020,vuln-0030/sample-00030-crate,True,crate,['CWE-362'],13795,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0030/sample-00030-crate
vuln-0030,rusqlite,2020,vuln-0030/sample-10030-crate,False,crate,[],14364,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0030/sample-10030-crate
vuln-0031,rusqlite,2020,vuln-0031/sample-00031-crate,True,crate,['CWE-362'],13795,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0031/sample-00031-crate
vuln-0031,rusqlite,2020,vuln-0031/sample-10031-crate,False,crate,[],14364,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0031/sample-10031-crate
vuln-0032,rusqlite,2020,vuln-0032/sample-00032-crate,True,crate,['CWE-362'],13795,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0032/sample-00032-crate
vuln-0032,rusqlite,2020,vuln-0032/sample-10032-crate,False,crate,[],14364,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0032/sample-10032-crate
vuln-0033,rusqlite,2020,vuln-0033/sample-00033-crate,True,crate,['CWE-134'],13795,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0033/sample-00033-crate
vuln-0033,rusqlite,2020,vuln-0033/sample-10033-crate,False,crate,[],14364,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0033/sample-10033-crate
