timestamp,llm_provider,llm_model,code_sample,crate_name_correct,year_correct,has_cve_correct,cve_tp,cve_fn,cve_fp
2025-05-27T21:32:06.464816+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/fixed-file,True,True,True,[],['CVE-2020-25793'],['CVE-2020-36464']
2025-05-27T21:32:19.106696+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/fixed-function,True,True,False,[],['CVE-2020-25793'],[]
2025-05-27T21:32:27.911930+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/vuln-crate,True,True,True,[],['CVE-2020-35892'],['CVE-2021-45710']
2025-05-27T21:32:35.514608+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/vuln-function,True,True,False,[],['CVE-2020-35892'],[]
2025-05-27T21:32:45.100959+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/fixed-crate,True,True,True,[],['CVE-2020-35892'],['CVE-2021-45710']
2025-05-27T21:32:51.916429+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/fixed-function,True,True,False,[],['CVE-2020-35892'],[]
2025-05-27T21:33:08.780221+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/vuln-crate,True,True,False,[],['CVE-2023-50711'],[]
2025-05-27T21:33:18.391425+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/vuln-file,True,True,True,['CVE-2023-50711'],[],[]
2025-05-27T21:33:28.812754+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/vuln-function,True,True,True,[],['CVE-2023-50711'],['CVE-2021-26993']
2025-05-27T21:33:44.688635+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/fixed-crate,True,True,True,[],['CVE-2023-50711'],['CVE-2021-32714']
2025-05-27T21:33:55.595140+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/fixed-file,True,True,True,[],['CVE-2023-50711'],['CVE-2021-26951']
2025-05-27T21:34:03.628889+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/fixed-function,True,True,True,[],['CVE-2023-50711'],['CVE-2021-32629']
2025-05-27T21:34:15.216100+00:00,anthropic,claude-sonnet-4-20250514,vuln-0027/vuln-crate,True,True,True,['CVE-2018-20992'],[],[]
2025-05-27T21:34:28.458886+00:00,anthropic,claude-sonnet-4-20250514,vuln-0027/vuln-file,True,True,False,[],['CVE-2018-20992'],[]
2025-05-27T21:34:49.786536+00:00,anthropic,claude-sonnet-4-20250514,vuln-0027/fixed-crate,True,True,False,[],['CVE-2018-20992'],[]
2025-05-27T21:35:00.821675+00:00,anthropic,claude-sonnet-4-20250514,vuln-0027/fixed-file,True,True,True,['CVE-2018-20992'],[],[]
2025-05-27T21:35:13.966987+00:00,anthropic,claude-sonnet-4-20250514,vuln-0028/vuln-crate,True,True,False,[],['CVE-2019-16141'],[]
2025-05-27T21:35:25.400180+00:00,anthropic,claude-sonnet-4-20250514,vuln-0028/vuln-function,True,True,False,[],['CVE-2019-16141'],[]
2025-05-27T21:35:34.852677+00:00,anthropic,claude-sonnet-4-20250514,vuln-0028/fixed-crate,True,True,False,[],['CVE-2019-16141'],[]
2025-05-27T21:35:49.086329+00:00,anthropic,claude-sonnet-4-20250514,vuln-0028/fixed-function,True,True,False,[],['CVE-2019-16141'],[]
