timestamp,llm_provider,llm_model,code_sample,existence_correct,cwe_tp,cwe_fp,cwe_fn,func_tp,func_fp,func_fn,line_tp,line_fp,line_fn
2025-05-28T17:55:22.925801+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:55:25.892228+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/fixed-function,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:55:41.177998+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/vuln-crate,True,0,1,1,0,1,1,0,1,2
2025-05-28T17:55:54.120148+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/vuln-file,True,1,1,0,0,2,1,0,2,2
2025-05-28T17:55:58.409001+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/vuln-function,True,1,1,0,1,0,0,0,1,2
2025-05-28T17:56:11.340978+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/fixed-crate,True,0,0,0,0,0,0,0,0,0
2025-05-28T17:56:21.487495+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/fixed-file,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:56:24.325506+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/fixed-function,False,0,2,0,0,1,0,0,1,0
2025-05-28T17:56:54.062044+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/vuln-crate,True,0,1,1,0,1,3,0,2,3
2025-05-28T17:57:00.512305+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/vuln-file,True,0,1,1,0,2,3,0,2,3
2025-05-28T17:57:08.805477+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/fixed-crate,False,0,1,0,0,1,0,0,2,0
2025-05-28T17:57:19.248314+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/vuln-crate,True,0,1,1,0,1,1,0,1,2
2025-05-28T17:57:24.265127+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/vuln-function,True,0,2,1,0,1,1,0,2,2
2025-05-28T17:57:28.977328+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/fixed-crate,False,0,1,0,0,1,0,0,6,0
2025-05-28T17:57:33.485252+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/fixed-function,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:57:59.399136+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0033/vuln-crate,True,0,1,1,0,1,1,0,1,1
2025-05-28T17:58:25.825143+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0033/fixed-crate,False,0,1,0,0,1,0,0,1,0
